species,species_md,coral_uid,taxon,occurrence,mean_abundance,intensity
Stylophora pistillata,*Stylophora pistillata*,14Sp6_control_unified,alpheus,0,0,NA
Stylophora pistillata,*Stylophora pistillata*,14Sp6_control_unified,trapezia,0.5833333333333334,0.9166666666666667,1.5714285714285714
Stylophora pistillata,*Stylophora pistillata*,14Sp7_control_unified,alpheus,0,0,NA
Stylophora pistillata,*Stylophora pistillata*,14Sp7_control_unified,trapezia,0.42857142857142855,0.7857142857142858,1.8333333333333333
Stylophora pistillata,*Stylophora pistillata*,1Sp10_control_unified,alpheus,0.04,0.03999999999999999,1
Stylophora pistillata,*Stylophora pistillata*,1Sp10_control_unified,trapezia,0.88,1.64,1.8636363636363635
Stylophora pistillata,*Stylophora pistillata*,1Sp1_control_unified,alpheus,0.043478260869565216,0.08695652173913047,2
Stylophora pistillata,*Stylophora pistillata*,1Sp1_control_unified,trapezia,0.9565217391304348,1.9130434782608696,2
Stylophora pistillata,*Stylophora pistillata*,1Sp2_control_unified,alpheus,0,0,NA
Stylophora pistillata,*Stylophora pistillata*,1Sp2_control_unified,trapezia,0.8888888888888888,1.5,1.6875
Stylophora pistillata,*Stylophora pistillata*,1Sp3_control_unified,alpheus,0,0,NA
Stylophora pistillata,*Stylophora pistillata*,1Sp3_control_unified,trapezia,0.15384615384615385,0.23076923076923075,1.5
Stylophora pistillata,*Stylophora pistillata*,1Sp4_control_unified,alpheus,0,0,NA
Stylophora pistillata,*Stylophora pistillata*,1Sp4_control_unified,trapezia,0.6,1.0666666666666669,1.7777777777777777
Stylophora pistillata,*Stylophora pistillata*,1Sp5_control_unified,alpheus,0.043478260869565216,0.04347826086956523,1
Stylophora pistillata,*Stylophora pistillata*,1Sp5_control_unified,trapezia,0.4782608695652174,0.6956521739130436,1.4545454545454546
Stylophora pistillata,*Stylophora pistillata*,1Sp6_control_unified,alpheus,0,0,NA
Stylophora pistillata,*Stylophora pistillata*,1Sp6_control_unified,trapezia,0.875,1.25,1.4285714285714286
Stylophora pistillata,*Stylophora pistillata*,1Sp7_control_unified,alpheus,0.09090909090909091,0.27272727272727276,3
Stylophora pistillata,*Stylophora pistillata*,1Sp7_control_unified,trapezia,0.7727272727272727,1.3636363636363638,1.7647058823529411
Stylophora pistillata,*Stylophora pistillata*,1Sp8_control_unified,alpheus,0,0,NA
Stylophora pistillata,*Stylophora pistillata*,1Sp8_control_unified,trapezia,0.8695652173913043,1.2173913043478262,1.4
Stylophora pistillata,*Stylophora pistillata*,1Sp9_control_unified,alpheus,0,0,NA
Stylophora pistillata,*Stylophora pistillata*,1Sp9_control_unified,trapezia,0.8333333333333334,1.4444444444444444,1.7333333333333334
Stylophora pistillata,*Stylophora pistillata*,5Sp1_control_unified,alpheus,0,0,NA
Stylophora pistillata,*Stylophora pistillata*,5Sp1_control_unified,trapezia,0.84,1.7600000000000002,2.0952380952380953
Stylophora pistillata,*Stylophora pistillata*,5Sp2_control_unified,alpheus,0.05263157894736842,0.052631578947368446,1
Stylophora pistillata,*Stylophora pistillata*,5Sp2_control_unified,trapezia,0.9473684210526315,2.2105263157894735,2.333333333333333
Stylophora pistillata,*Stylophora pistillata*,6Sp2_control_unified,alpheus,0,0,NA
Stylophora pistillata,*Stylophora pistillata*,6Sp2_control_unified,trapezia,0.7058823529411765,1.4705882352941178,2.0833333333333335
Stylophora pistillata,*Stylophora pistillata*,6Sp3_control_unified,alpheus,0,0,NA
Stylophora pistillata,*Stylophora pistillata*,6Sp3_control_unified,trapezia,0.9444444444444444,1.5,1.588235294117647
Stylophora pistillata,*Stylophora pistillata*,6Sp4_control_unified,alpheus,0,0,NA
Stylophora pistillata,*Stylophora pistillata*,6Sp4_control_unified,trapezia,0.8333333333333334,1.2916666666666665,1.55
Stylophora pistillata,*Stylophora pistillata*,6Sp5_control_unified,alpheus,0,0,NA
Stylophora pistillata,*Stylophora pistillata*,6Sp5_control_unified,trapezia,0.9130434782608695,1.6956521739130435,1.8571428571428572
Stylophora pistillata,*Stylophora pistillata*,7Sp1_control_unified,alpheus,0,0,NA
Stylophora pistillata,*Stylophora pistillata*,7Sp1_control_unified,trapezia,0.782608695652174,1.434782608695652,1.8333333333333333
Stylophora pistillata,*Stylophora pistillata*,8Sp1_control_unified,alpheus,0,0,NA
Stylophora pistillata,*Stylophora pistillata*,8Sp1_control_unified,trapezia,0.65,1.35,2.076923076923077
Stylophora pistillata,*Stylophora pistillata*,8Sp2_control_unified,alpheus,0.1,0.1,1
Stylophora pistillata,*Stylophora pistillata*,8Sp2_control_unified,trapezia,0.6,1.1,1.8333333333333333
Stylophora pistillata,*Stylophora pistillata*,8Sp3_control_unified,alpheus,0,0,NA
Stylophora pistillata,*Stylophora pistillata*,8Sp3_control_unified,trapezia,0.8,1.4,1.75
Stylophora pistillata,*Stylophora pistillata*,8Sp4_control_unified,alpheus,0,0,NA
Stylophora pistillata,*Stylophora pistillata*,8Sp4_control_unified,trapezia,0.3333333333333333,0.33333333333333337,1
Stylophora pistillata,*Stylophora pistillata*,8Sp5_control_unified,alpheus,0,0,NA
Stylophora pistillata,*Stylophora pistillata*,8Sp5_control_unified,trapezia,0.09090909090909091,0.18181818181818177,2
Stylophora pistillata,*Stylophora pistillata*,8Sp6_control_unified,alpheus,0,0,NA
Stylophora pistillata,*Stylophora pistillata*,8Sp6_control_unified,trapezia,0.4375,0.6875,1.5714285714285714
Stylophora pistillata,*Stylophora pistillata*,8Sp7_control_unified,alpheus,0,0,NA
Stylophora pistillata,*Stylophora pistillata*,8Sp7_control_unified,trapezia,0.64,1.2399999999999998,1.9375
