host_species,host_species_md,genus,month_bin,taxon,taxon_label,n_colony_observations,n_colonies,mean_abundance,sd_abundance,se_abundance,incidence,se_incidence,n_occupied,mean_intensity,sd_intensity,se_intensity
Stylophora pistillata,*Stylophora pistillata*,Stylophora,1,trapezia,*Trapezia*,40,40,0.9,1.0076629473115581,0.15932550136313833,0.525,0.07895805848676878,21,1.7142857142857142,0.717137165600636,0.1564921592871903
Stylophora pistillata,*Stylophora pistillata*,Stylophora,1,alpheus,*Alpheus*,40,40,0.024999999999999994,0.15811388300841894,0.024999999999999994,0.025,0.024685522072664372,1,1,NA,NA
Stylophora pistillata,*Stylophora pistillata*,Stylophora,2,trapezia,*Trapezia*,40,40,1.575,0.9306049865682221,0.14714156797329916,0.8,0.06324555320336758,32,1.96875,0.5378796483685103,0.09508458670590234
Stylophora pistillata,*Stylophora pistillata*,Stylophora,2,alpheus,*Alpheus*,40,40,0,0,0,0,0,0,NA,NA,NA
Stylophora pistillata,*Stylophora pistillata*,Stylophora,3,trapezia,*Trapezia*,40,40,0.875,0.9919548170024474,0.1568418278851626,0.525,0.07895805848676878,21,1.6666666666666667,0.7302967433402214,0.15936381457791915
Stylophora pistillata,*Stylophora pistillata*,Stylophora,3,alpheus,*Alpheus*,40,40,0,0,0,0,0,0,NA,NA,NA
Stylophora pistillata,*Stylophora pistillata*,Stylophora,4,trapezia,*Trapezia*,40,40,1.025,0.8002403485107554,0.126529108843046,0.725,0.07060010623221469,29,1.4137931034482758,0.5680317759792736,0.10548085273578257
Stylophora pistillata,*Stylophora pistillata*,Stylophora,4,alpheus,*Alpheus*,40,40,0,0,0,0,0,0,NA,NA,NA
Stylophora pistillata,*Stylophora pistillata*,Stylophora,5,trapezia,*Trapezia*,40,40,1.25,0.8397191227596316,0.1327712511359486,0.75,0.06846531968814576,30,1.6666666666666667,0.479463301485384,0.08753762190648168
Stylophora pistillata,*Stylophora pistillata*,Stylophora,5,alpheus,*Alpheus*,40,40,0,0,0,0,0,0,NA,NA,NA
Stylophora pistillata,*Stylophora pistillata*,Stylophora,6,trapezia,*Trapezia*,39,39,1.435897435897436,1.165171588783833,0.18657677537809533,0.7435897435897436,0.06992010767203376,29,1.9310344827586206,0.9231558637459182,0.1714257403084267
Stylophora pistillata,*Stylophora pistillata*,Stylophora,6,alpheus,*Alpheus*,39,39,0.1538461538461539,0.6703675950928771,0.10734472537297861,0.07692307692307693,0.042669245863479165,3,2,1.7320508075688772,1
Stylophora pistillata,*Stylophora pistillata*,Stylophora,7,trapezia,*Trapezia*,38,38,1.4210526315789473,0.792927485432968,0.1286298235405781,0.8421052631578947,0.05915278809989647,32,1.6875,0.5350610456580119,0.09458632343338629
Stylophora pistillata,*Stylophora pistillata*,Stylophora,7,alpheus,*Alpheus*,38,38,0,0,0,0,0,0,NA,NA,NA
Stylophora pistillata,*Stylophora pistillata*,Stylophora,8,trapezia,*Trapezia*,37,37,1.2432432432432434,0.8945950482203109,0.1470705199758064,0.7297297297297297,0.07300948684714835,27,1.7037037037037037,0.5417077564954127,0.10425170634491158
Stylophora pistillata,*Stylophora pistillata*,Stylophora,8,alpheus,*Alpheus*,37,37,0,0,0,0,0,0,NA,NA,NA
Stylophora pistillata,*Stylophora pistillata*,Stylophora,9,trapezia,*Trapezia*,37,37,1.189189189189189,0.9671791123858267,0.15900326661912426,0.6486486486486487,0.07848284013769638,24,1.8333333333333333,0.48154341234307674,0.09829463743659808
Stylophora pistillata,*Stylophora pistillata*,Stylophora,9,alpheus,*Alpheus*,37,37,0,0,0,0,0,0,NA,NA,NA
Stylophora pistillata,*Stylophora pistillata*,Stylophora,11,trapezia,*Trapezia*,35,35,1.0571428571428574,0.9684085532720267,0.16369092182266812,0.5714285714285714,0.08364857768130285,20,1.85,0.36634754853252327,0.08191780219091253
Stylophora pistillata,*Stylophora pistillata*,Stylophora,11,alpheus,*Alpheus*,35,35,0,0,0,0,0,0,NA,NA,NA
Stylophora pistillata,*Stylophora pistillata*,Stylophora,12,trapezia,*Trapezia*,34,34,1.2941176470588236,1.2680075462137048,0.21746150012567475,0.6176470588235294,0.08334181380283408,21,2.0952380952380953,0.9436504599035553,0.20592141248037776
Stylophora pistillata,*Stylophora pistillata*,Stylophora,12,alpheus,*Alpheus*,34,34,0.11764705882352938,0.685994340570035,0.11764705882352935,0.029411764705882353,0.02897601076893465,1,4,NA,NA
Stylophora pistillata,*Stylophora pistillata*,Stylophora,14,trapezia,*Trapezia*,32,32,1.0625,1.3425421240462847,0.23733015998542972,0.46875,0.08821554523934542,15,2.2666666666666666,1.0327955589886446,0.26666666666666666
Stylophora pistillata,*Stylophora pistillata*,Stylophora,14,alpheus,*Alpheus*,32,32,0.125,0.7071067811865476,0.125,0.03125,0.030757843257858637,1,4,NA,NA
Stylophora pistillata,*Stylophora pistillata*,Stylophora,16,trapezia,*Trapezia*,30,30,1.4,1.2757688689165259,0.23292246255614418,0.6666666666666666,0.08606629658238704,20,2.1,0.9679060415469873,0.21643037047317992
Stylophora pistillata,*Stylophora pistillata*,Stylophora,16,alpheus,*Alpheus*,30,30,0.13333333333333336,0.7302967433402211,0.13333333333333325,0.03333333333333333,0.032773069341672505,1,4,NA,NA
Stylophora pistillata,*Stylophora pistillata*,Stylophora,18,trapezia,*Trapezia*,29,29,1.2758620689655173,0.9218208581830207,0.17117783599895622,0.6896551724137931,0.08590911709007583,20,1.85,0.36634754853252327,0.08191780219091253
Stylophora pistillata,*Stylophora pistillata*,Stylophora,18,alpheus,*Alpheus*,29,29,0,0,0,0,0,0,NA,NA,NA
Stylophora pistillata,*Stylophora pistillata*,Stylophora,19,trapezia,*Trapezia*,28,28,1.5,0.8388704928078611,0.15853162186855696,0.7857142857142857,0.07754430690597278,22,1.9090909090909092,0.29424494316824984,0.06273323266748675
Stylophora pistillata,*Stylophora pistillata*,Stylophora,19,alpheus,*Alpheus*,28,28,0,0,0,0,0,0,NA,NA,NA
Stylophora pistillata,*Stylophora pistillata*,Stylophora,21,trapezia,*Trapezia*,25,25,1.76,1.0115993936995682,0.20231987873991364,0.8,0.08,20,2.2,0.5231483637805969,0.11697953037312035
Stylophora pistillata,*Stylophora pistillata*,Stylophora,21,alpheus,*Alpheus*,25,25,0,0,0,0,0,0,NA,NA,NA
Stylophora pistillata,*Stylophora pistillata*,Stylophora,22,trapezia,*Trapezia*,22,22,1.2727272727272727,0.8827348295047496,0.18819969800246025,0.7272727272727273,0.09495144870310791,16,1.75,0.44721359549995793,0.11180339887498948
Stylophora pistillata,*Stylophora pistillata*,Stylophora,22,alpheus,*Alpheus*,22,22,0,0,0,0,0,0,NA,NA,NA
Stylophora pistillata,*Stylophora pistillata*,Stylophora,24,trapezia,*Trapezia*,19,19,1.368421052631579,0.8950807732508137,0.2053456124687653,0.7894736842105263,0.09352877017248827,15,1.7333333333333334,0.5936168397046635,0.1532712089469626
Stylophora pistillata,*Stylophora pistillata*,Stylophora,24,alpheus,*Alpheus*,19,19,0,0,0,0,0,0,NA,NA,NA
Stylophora pistillata,*Stylophora pistillata*,Stylophora,33,trapezia,*Trapezia*,15,15,1.7333333333333334,0.5936168397046635,0.1532712089469626,0.9333333333333333,0.06440611887195305,14,1.8571428571428572,0.3631365196012815,0.09705231721239393
Stylophora pistillata,*Stylophora pistillata*,Stylophora,33,alpheus,*Alpheus*,15,15,0,0,0,0,0,0,NA,NA,NA
Stylophora pistillata,*Stylophora pistillata*,Stylophora,36,trapezia,*Trapezia*,14,14,1.7142857142857142,0.6112498455021267,0.16336339282767592,0.9285714285714286,0.06883029368995938,13,1.8461538461538463,0.37553380809940534,0.10415433852097385
Stylophora pistillata,*Stylophora pistillata*,Stylophora,36,alpheus,*Alpheus*,14,14,0.14285714285714288,0.5345224838248487,0.14285714285714285,0.07142857142857142,0.0688302936899594,1,2,NA,NA
Stylophora pistillata,*Stylophora pistillata*,Stylophora,40,trapezia,*Trapezia*,13,13,1.6153846153846154,0.7679476477883046,0.21299035545943787,0.8461538461538461,0.10006825162892168,11,1.9090909090909092,0.30151134457776363,0.09090909090909091
Stylophora pistillata,*Stylophora pistillata*,Stylophora,40,alpheus,*Alpheus*,13,13,0,0,0,0,0,0,NA,NA,NA
Stylophora pistillata,*Stylophora pistillata*,Stylophora,45,trapezia,*Trapezia*,12,12,1.1666666666666667,0.9374368665610922,0.27061471362866296,0.6666666666666666,0.13608276348795434,8,1.75,0.4629100498862757,0.16366341767699427
Stylophora pistillata,*Stylophora pistillata*,Stylophora,45,alpheus,*Alpheus*,12,12,0.16666666666666666,0.5773502691896257,0.16666666666666666,0.08333333333333333,0.07978559231302818,1,2,NA,NA
Stylophora pistillata,*Stylophora pistillata*,Stylophora,71,trapezia,*Trapezia*,6,6,1.3333333333333333,1.2110601416389968,0.4944132324730443,0.6666666666666666,0.19245008972987526,4,2,0.816496580927726,0.408248290463863
Stylophora pistillata,*Stylophora pistillata*,Stylophora,71,alpheus,*Alpheus*,6,6,0,0,0,0,0,0,NA,NA,NA
Stylophora pistillata,*Stylophora pistillata*,Stylophora,75,trapezia,*Trapezia*,5,5,1.2,2.6832815729997477,1.2,0.2,0.1788854381999832,1,6,NA,NA
Stylophora pistillata,*Stylophora pistillata*,Stylophora,75,alpheus,*Alpheus*,5,5,0,0,0,0,0,0,NA,NA,NA
